Pair_mouse,Experimental condition information,Human Gender,Condition
ERR1763684 ,698.CH.Mfec.AMER5.Control.M3.Diet1.AMERdiet.AdLib.d4,,698.CH.Mfec.AMER5.Control.M3.Diet1.AMERdiet.AdLib.d4
ERR1763685 ,699.CH.Mfec.AMER5.Control.M3.Diet1.AMERdiet.AdLib.d6,,699.CH.Mfec.AMER5.Control.M3.Diet1.AMERdiet.AdLib.d6
ERR1763688 ,700.CH.Mfec.AMER5.Control.M3.Diet2.CRONdiet.Restricted.d13,,700.CH.Mfec.AMER5.Control.M3.Diet2.CRONdiet.Restricted.d13
ERR1763689 ,701.CH.Mfec.AMER5.Control.M3.Diet2.CRONdiet.Restricted.d15,,701.CH.Mfec.AMER5.Control.M3.Diet2.CRONdiet.Restricted.d15
ERR1763690 ,702.CH.Mfec.AMER5.Control.M3.Diet2.CRONdiet.Restricted.d17,,702.CH.Mfec.AMER5.Control.M3.Diet2.CRONdiet.Restricted.d17
ERR1763691 ,703.CH.Mfec.AMER5.Control.M3.Diet2.CRONdiet.Restricted.d20; mouse gut metagenome,,703.CH.Mfec.AMER5.Control.M3.Diet2.CRONdiet.Restricted.d20; mouse gut metagenome
ERR1763692 ,704.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d23,,704.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d23
ERR1763693 ,705.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d25,,705.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d25
ERR1763694 ,706.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d27; mouse gut metagenome,,706.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d27; mouse gut metagenome
ERR1763695 ,707.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d29,,707.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d29
ERR1763696 ,708.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d31; mouse gut metagenome,,708.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d31; mouse gut metagenome
ERR1763697 ,709.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d38; mouse gut metagenome,,709.CH.Mfec.AMER5.Control.M3.CRONdiet.CRONdiet.Restricted.d38; mouse gut metagenome
ERR1763699 ,710.CH.Mfec.AMER5.Control.M3.PostCohousing.CRONdiet.Restricted.d69; mouse gut metagenome,,710.CH.Mfec.AMER5.Control.M3.PostCohousing.CRONdiet.Restricted.d69; mouse gut metagenome
ERR1763700 ,711.CH.Mfec.AMER5.Control.M3.PostCohousing.CRONdiet.Restricted.d71,,711.CH.Mfec.AMER5.Control.M3.PostCohousing.CRONdiet.Restricted.d71
ERR1763701 ,712.CH.Mfec.AMER5.Control.M3.PostCohousing.CRONdiet.Restricted.d73,,712.CH.Mfec.AMER5.Control.M3.PostCohousing.CRONdiet.Restricted.d73
ERR1763702 ,713.CH.Mfec.AMER5.Control.M3.PostCohousing.CRONdiet.Restricted.d78; mouse gut metagenome,,713.CH.Mfec.AMER5.Control.M3.PostCohousing.CRONdiet.Restricted.d78; mouse gut metagenome
ERR1763703 ,714.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d40,,714.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d40
ERR1763704 ,715.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d42,,715.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d42
ERR1763705 ,716.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d45,,716.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d45
ERR1763706 ,717.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d48; mouse gut metagenome,,717.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d48; mouse gut metagenome
ERR1763707 ,718.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d52; mouse gut metagenome,,718.CH.Mfec.AMER5.Control.M4.Cohousing1.CRONdiet.Restricted.d52; mouse gut metagenome
ERR1763708 ,719.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d54,,719.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d54
ERR1763710 ,720.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d56,,720.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d56
ERR1763711 ,721.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d59,,721.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d59
ERR1763712 ,722.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d62; mouse gut metagenome,,722.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d62; mouse gut metagenome
ERR1763713 ,723.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d66,,723.CH.Mfec.AMER5.Control.M4.Cohousing2.CRONdiet.Restricted.d66
ERR1763714 ,724.CH.Mfec.AMER5.Control.M4.Diet1.AMERdiet.AdLib.d10; mouse gut metagenome,,724.CH.Mfec.AMER5.Control.M4.Diet1.AMERdiet.AdLib.d10; mouse gut metagenome
ERR1763715 ,725.CH.Mfec.AMER5.Control.M4.Diet1.AMERdiet.AdLib.d2,,725.CH.Mfec.AMER5.Control.M4.Diet1.AMERdiet.AdLib.d2
ERR1763716 ,726.CH.Mfec.AMER5.Control.M4.Diet1.AMERdiet.AdLib.d4,,726.CH.Mfec.AMER5.Control.M4.Diet1.AMERdiet.AdLib.d4
ERR1763717 ,727.CH.Mfec.AMER5.Control.M4.Diet1.AMERdiet.AdLib.d6,,727.CH.Mfec.AMER5.Control.M4.Diet1.AMERdiet.AdLib.d6
ERR1763718 ,728.CH.Mfec.AMER5.Control.M4.Diet2.CRONdiet.Restricted.d13,,728.CH.Mfec.AMER5.Control.M4.Diet2.CRONdiet.Restricted.d13
ERR1763719 ,729.CH.Mfec.AMER5.Control.M4.Diet2.CRONdiet.Restricted.d15,,729.CH.Mfec.AMER5.Control.M4.Diet2.CRONdiet.Restricted.d15
ERR1763721 ,730.CH.Mfec.AMER5.Control.M4.Diet2.CRONdiet.Restricted.d17,,730.CH.Mfec.AMER5.Control.M4.Diet2.CRONdiet.Restricted.d17
ERR1763722 ,731.CH.Mfec.AMER5.Control.M4.Diet2.CRONdiet.Restricted.d20,,731.CH.Mfec.AMER5.Control.M4.Diet2.CRONdiet.Restricted.d20
ERR1763723 ,732.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d23,,732.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d23
ERR1763724 ,733.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d25,,733.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d25
ERR1763725 ,734.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d27,,734.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d27
ERR1763726 ,735.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d29,,735.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d29
ERR1763727 ,736.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d31,,736.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d31
ERR1763728 ,737.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d38,,737.CH.Mfec.AMER5.Control.M4.CRONdiet.CRONdiet.Restricted.d38
ERR1763729 ,738.CH.Mfec.AMER5.Control.M4.PostCohousing.CRONdiet.Restricted.d69,,738.CH.Mfec.AMER5.Control.M4.PostCohousing.CRONdiet.Restricted.d69
ERR1763730 ,739.CH.Mfec.AMER5.Control.M4.PostCohousing.CRONdiet.Restricted.d71; mouse gut metagenome,,739.CH.Mfec.AMER5.Control.M4.PostCohousing.CRONdiet.Restricted.d71; mouse gut metagenome
ERR1763732 ,740.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d40,,740.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d40
ERR1763733 ,741.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d42; mouse gut metagenome,,741.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d42; mouse gut metagenome
ERR1763734 ,742.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d45,,742.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d45
ERR1763735 ,743.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d48,,743.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d48
ERR1763736 ,744.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d52; mouse gut metagenome,,744.CH.Mfec.AMER5.Control.M5.Cohousing1.CRONdiet.Restricted.d52; mouse gut metagenome
ERR1763737 ,745.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d54,,745.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d54
ERR1763738 ,746.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d56,,746.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d56
ERR1763739 ,747.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d59,,747.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d59
ERR1763740 ,748.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d62,,748.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d62
ERR1763741 ,749.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d66; mouse gut metagenome,,749.CH.Mfec.AMER5.Control.M5.Cohousing2.CRONdiet.Restricted.d66; mouse gut metagenome
ERR1763743 ,750.CH.Mfec.AMER5.Control.M5.Diet1.AMERdiet.AdLib.d10; mouse gut metagenome,,750.CH.Mfec.AMER5.Control.M5.Diet1.AMERdiet.AdLib.d10; mouse gut metagenome
ERR1763744 ,751.CH.Mfec.AMER5.Control.M5.Diet1.AMERdiet.AdLib.d2; mouse gut metagenome,,751.CH.Mfec.AMER5.Control.M5.Diet1.AMERdiet.AdLib.d2; mouse gut metagenome
ERR1763745 ,752.CH.Mfec.AMER5.Control.M5.Diet1.AMERdiet.AdLib.d4,,752.CH.Mfec.AMER5.Control.M5.Diet1.AMERdiet.AdLib.d4
ERR1763746 ,753.CH.Mfec.AMER5.Control.M5.Diet1.AMERdiet.AdLib.d6,,753.CH.Mfec.AMER5.Control.M5.Diet1.AMERdiet.AdLib.d6
ERR1763747 ,754.CH.Mfec.AMER5.Control.M5.Diet2.CRONdiet.Restricted.d13,,754.CH.Mfec.AMER5.Control.M5.Diet2.CRONdiet.Restricted.d13
ERR1763748 ,755.CH.Mfec.AMER5.Control.M5.Diet2.CRONdiet.Restricted.d15,,755.CH.Mfec.AMER5.Control.M5.Diet2.CRONdiet.Restricted.d15
ERR1763749 ,756.CH.Mfec.AMER5.Control.M5.Diet2.CRONdiet.Restricted.d17; mouse gut metagenome,,756.CH.Mfec.AMER5.Control.M5.Diet2.CRONdiet.Restricted.d17; mouse gut metagenome
ERR1763750 ,757.CH.Mfec.AMER5.Control.M5.Diet2.CRONdiet.Restricted.d20,,757.CH.Mfec.AMER5.Control.M5.Diet2.CRONdiet.Restricted.d20
ERR1763751 ,758.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d23; mouse gut metagenome,,758.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d23; mouse gut metagenome
ERR1763752 ,759.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d25; mouse gut metagenome,,759.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d25; mouse gut metagenome
ERR1763754 ,760.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d27; mouse gut metagenome,,760.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d27; mouse gut metagenome
ERR1763755 ,761.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d29,,761.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d29
ERR1763756 ,762.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d31,,762.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d31
ERR1763757 ,763.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d38,,763.CH.Mfec.AMER5.Control.M5.CRONdiet.CRONdiet.Restricted.d38
ERR1763758 ,764.CH.Mfec.AMER5.Control.M5.PostCohousing.CRONdiet.Restricted.d69,,764.CH.Mfec.AMER5.Control.M5.PostCohousing.CRONdiet.Restricted.d69
ERR1763759 ,765.CH.Mfec.AMER5.Control.M5.PostCohousing.CRONdiet.Restricted.d71; mouse gut metagenome,,765.CH.Mfec.AMER5.Control.M5.PostCohousing.CRONdiet.Restricted.d71; mouse gut metagenome
ERR1763760 ,766.CH.Mfec.AMER5.Control.M5.PostCohousing.CRONdiet.Restricted.d73; mouse gut metagenome,,766.CH.Mfec.AMER5.Control.M5.PostCohousing.CRONdiet.Restricted.d73; mouse gut metagenome
ERR1763761 ,767.CH.Mfec.AMER5.Control.M5.PostCohousing.CRONdiet.Restricted.d78; mouse gut metagenome,,767.CH.Mfec.AMER5.Control.M5.PostCohousing.CRONdiet.Restricted.d78; mouse gut metagenome
ERR1763762 ,768.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d40,,768.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d40
ERR1763763 ,769.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d42,,769.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d42
ERR1763765 ,770.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d45; mouse gut metagenome,,770.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d45; mouse gut metagenome
ERR1763766 ,771.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d48,,771.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d48
ERR1763767 ,772.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d52,,772.CH.Mfec.AMER5.Target.M1.Cohousing1.CRONdiet.Restricted.d52
ERR1763768 ,773.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d54,,773.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d54
ERR1763769 ,774.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d56,,774.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d56
ERR1763770 ,775.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d59,,775.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d59
ERR1763771 ,776.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d62; mouse gut metagenome,,776.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d62; mouse gut metagenome
ERR1763772 ,777.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d66,,777.CH.Mfec.AMER5.Target.M1.Cohousing2.CRONdiet.Restricted.d66
ERR1763773 ,778.CH.Mfec.AMER5.Target.M1.Diet1.AMERdiet.AdLib.d10,,778.CH.Mfec.AMER5.Target.M1.Diet1.AMERdiet.AdLib.d10
ERR1763774 ,779.CH.Mfec.AMER5.Target.M1.Diet1.AMERdiet.AdLib.d2; mouse gut metagenome,,779.CH.Mfec.AMER5.Target.M1.Diet1.AMERdiet.AdLib.d2; mouse gut metagenome
ERR1763776 ,780.CH.Mfec.AMER5.Target.M1.Diet1.AMERdiet.AdLib.d4,,780.CH.Mfec.AMER5.Target.M1.Diet1.AMERdiet.AdLib.d4
ERR1763777 ,781.CH.Mfec.AMER5.Target.M1.Diet2.CRONdiet.Restricted.d13; mouse gut metagenome,,781.CH.Mfec.AMER5.Target.M1.Diet2.CRONdiet.Restricted.d13; mouse gut metagenome
ERR1763778 ,782.CH.Mfec.AMER5.Target.M1.Diet2.CRONdiet.Restricted.d15; mouse gut metagenome,,782.CH.Mfec.AMER5.Target.M1.Diet2.CRONdiet.Restricted.d15; mouse gut metagenome
ERR1763779 ,783.CH.Mfec.AMER5.Target.M1.Diet2.CRONdiet.Restricted.d17,,783.CH.Mfec.AMER5.Target.M1.Diet2.CRONdiet.Restricted.d17
ERR1763780 ,784.CH.Mfec.AMER5.Target.M1.Diet2.CRONdiet.Restricted.d20,,784.CH.Mfec.AMER5.Target.M1.Diet2.CRONdiet.Restricted.d20
ERR1763781 ,785.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d23,,785.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d23
ERR1763782 ,786.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d25; mouse gut metagenome,,786.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d25; mouse gut metagenome
ERR1763783 ,787.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d27,,787.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d27
ERR1763784 ,788.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d29,,788.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d29
ERR1763785 ,789.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d31,,789.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d31
ERR1763787 ,790.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d38,,790.CH.Mfec.AMER5.Target.M1.CRONdiet.CRONdiet.Restricted.d38
ERR1763788 ,791.CH.Mfec.AMER5.Target.M1.PostCohousing.CRONdiet.Restricted.d69; mouse gut metagenome,,791.CH.Mfec.AMER5.Target.M1.PostCohousing.CRONdiet.Restricted.d69; mouse gut metagenome
ERR1763789 ,792.CH.Mfec.AMER5.Target.M1.PostCohousing.CRONdiet.Restricted.d71,,792.CH.Mfec.AMER5.Target.M1.PostCohousing.CRONdiet.Restricted.d71
ERR1763790 ,793.CH.Mfec.AMER5.Target.M1.PostCohousing.CRONdiet.Restricted.d73; mouse gut metagenome,,793.CH.Mfec.AMER5.Target.M1.PostCohousing.CRONdiet.Restricted.d73; mouse gut metagenome
ERR1763791 ,794.CH.Mfec.AMER5.Target.M1.PostCohousing.CRONdiet.Restricted.d78,,794.CH.Mfec.AMER5.Target.M1.PostCohousing.CRONdiet.Restricted.d78
ERR1763792 ,795.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d40; mouse gut metagenome,,795.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d40; mouse gut metagenome
ERR1763793 ,796.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d42,,796.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d42
ERR1763794 ,797.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d45,,797.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d45
ERR1763795 ,798.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d48,,798.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d48
ERR1763796 ,799.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d52,,799.CH.Mfec.AMER5.Target.M2.Cohousing1.CRONdiet.Restricted.d52
ERR1763799 ,800.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d54,,800.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d54
ERR1763800 ,801.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d56,,801.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d56
ERR1763801 ,802.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d59,,802.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d59
ERR1763802 ,803.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d62,,803.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d62
ERR1763803 ,804.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d66,,804.CH.Mfec.AMER5.Target.M2.Cohousing2.CRONdiet.Restricted.d66
ERR1763804 ,805.CH.Mfec.AMER5.Target.M2.Diet1.AMERdiet.AdLib.d10,,805.CH.Mfec.AMER5.Target.M2.Diet1.AMERdiet.AdLib.d10
ERR1763805 ,806.CH.Mfec.AMER5.Target.M2.Diet1.AMERdiet.AdLib.d2,,806.CH.Mfec.AMER5.Target.M2.Diet1.AMERdiet.AdLib.d2
ERR1763806 ,807.CH.Mfec.AMER5.Target.M2.Diet1.AMERdiet.AdLib.d4,,807.CH.Mfec.AMER5.Target.M2.Diet1.AMERdiet.AdLib.d4
ERR1763807 ,808.CH.Mfec.AMER5.Target.M2.Diet1.AMERdiet.AdLib.d6,,808.CH.Mfec.AMER5.Target.M2.Diet1.AMERdiet.AdLib.d6
ERR1763808 ,809.CH.Mfec.AMER5.Target.M2.Diet2.CRONdiet.Restricted.d13,,809.CH.Mfec.AMER5.Target.M2.Diet2.CRONdiet.Restricted.d13
ERR1763810 ,810.CH.Mfec.AMER5.Target.M2.Diet2.CRONdiet.Restricted.d15,,810.CH.Mfec.AMER5.Target.M2.Diet2.CRONdiet.Restricted.d15
ERR1763811 ,811.CH.Mfec.AMER5.Target.M2.Diet2.CRONdiet.Restricted.d17,,811.CH.Mfec.AMER5.Target.M2.Diet2.CRONdiet.Restricted.d17
ERR1763812 ,812.CH.Mfec.AMER5.Target.M2.Diet2.CRONdiet.Restricted.d20,,812.CH.Mfec.AMER5.Target.M2.Diet2.CRONdiet.Restricted.d20
ERR1763813 ,813.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d23,,813.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d23
ERR1763814 ,814.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d25; mouse gut metagenome,,814.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d25; mouse gut metagenome
ERR1763815 ,815.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d27; mouse gut metagenome,,815.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d27; mouse gut metagenome
ERR1763816 ,816.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d31,,816.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d31
ERR1763817 ,817.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d38; mouse gut metagenome,,817.CH.Mfec.AMER5.Target.M2.CRONdiet.CRONdiet.Restricted.d38; mouse gut metagenome
ERR1763818 ,818.CH.Mfec.AMER5.Target.M2.PostCohousing.CRONdiet.Restricted.d69,,818.CH.Mfec.AMER5.Target.M2.PostCohousing.CRONdiet.Restricted.d69
ERR1763819 ,819.CH.Mfec.AMER5.Target.M2.PostCohousing.CRONdiet.Restricted.d71; mouse gut metagenome,,819.CH.Mfec.AMER5.Target.M2.PostCohousing.CRONdiet.Restricted.d71; mouse gut metagenome
ERR1763821 ,820.CH.Mfec.AMER5.Target.M2.PostCohousing.CRONdiet.Restricted.d73; mouse gut metagenome,,820.CH.Mfec.AMER5.Target.M2.PostCohousing.CRONdiet.Restricted.d73; mouse gut metagenome
ERR1763822 ,821.CH.Mfec.AMER5.Target.M2.PostCohousing.CRONdiet.Restricted.d78,,821.CH.Mfec.AMER5.Target.M2.PostCohousing.CRONdiet.Restricted.d78
ERR1763823 ,822.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d40; mouse gut metagenome,,822.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d40; mouse gut metagenome
ERR1763824 ,823.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d42,,823.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d42
ERR1763825 ,824.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d45; mouse gut metagenome,,824.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d45; mouse gut metagenome
ERR1763826 ,825.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d48,,825.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d48
ERR1763827 ,826.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d52,,826.CH.Mfec.AMER5.Target.M3.Cohousing1.CRONdiet.Restricted.d52
ERR1763828 ,827.CH.Mfec.AMER5.Target.M3.Cohousing2.CRONdiet.Restricted.d54; mouse gut metagenome,,827.CH.Mfec.AMER5.Target.M3.Cohousing2.CRONdiet.Restricted.d54; mouse gut metagenome
ERR1763829 ,828.CH.Mfec.AMER5.Target.M3.Cohousing2.CRONdiet.Restricted.d56,,828.CH.Mfec.AMER5.Target.M3.Cohousing2.CRONdiet.Restricted.d56
ERR1763830 ,829.CH.Mfec.AMER5.Target.M3.Cohousing2.CRONdiet.Restricted.d62,,829.CH.Mfec.AMER5.Target.M3.Cohousing2.CRONdiet.Restricted.d62
ERR1763832 ,830.CH.Mfec.AMER5.Target.M3.Cohousing2.CRONdiet.Restricted.d66,,830.CH.Mfec.AMER5.Target.M3.Cohousing2.CRONdiet.Restricted.d66
ERR1763833 ,831.CH.Mfec.AMER5.Target.M3.Diet1.AMERdiet.AdLib.d10,,831.CH.Mfec.AMER5.Target.M3.Diet1.AMERdiet.AdLib.d10
ERR1763834 ,832.CH.Mfec.AMER5.Target.M3.Diet1.AMERdiet.AdLib.d2,,832.CH.Mfec.AMER5.Target.M3.Diet1.AMERdiet.AdLib.d2
ERR1763835 ,833.CH.Mfec.AMER5.Target.M3.Diet1.AMERdiet.AdLib.d4,,833.CH.Mfec.AMER5.Target.M3.Diet1.AMERdiet.AdLib.d4
ERR1763836 ,834.CH.Mfec.AMER5.Target.M3.Diet1.AMERdiet.AdLib.d6,,834.CH.Mfec.AMER5.Target.M3.Diet1.AMERdiet.AdLib.d6
ERR1763837 ,835.CH.Mfec.AMER5.Target.M3.Diet2.CRONdiet.Restricted.d13,,835.CH.Mfec.AMER5.Target.M3.Diet2.CRONdiet.Restricted.d13
ERR1763838 ,836.CH.Mfec.AMER5.Target.M3.Diet2.CRONdiet.Restricted.d15,,836.CH.Mfec.AMER5.Target.M3.Diet2.CRONdiet.Restricted.d15
